sensor_3,1609869453632,64.60865812474503
sensor_10,1609869473633,60.5626185242563
sensor_4,1609869489633,75.57870278410066
sensor_2,1609869453633,48.70028324003052
sensor_7,1609869453633,43.18901797932821
sensor_8,1609869453633,94.38010886328578
sensor_5,1609869453633,36.029563465180225
sensor_6,1609869453633,68.87215689051224
sensor_9,1609869453633,37.0709376949997
sensor_3,1609869456634,64.00327467607543
sensor_10,1609869456634,57.10801874936874
sensor_4,1609869456634,76.3463677671789
sensor_2,1609869456634,51.20276716874989
