sensor_3,1609869453632,64.60865812474503
sensor_10,1609869453633,60.5626185242563
sensor_4,1609869453633,75.57870278410066
sensor_2,1609869453633,48.70028324003052
sensor_7,1609869453633,43.18901797932821
sensor_8,1609869453633,94.38010886328578
sensor_5,1609869453633,36.029563465180225
sensor_6,1609869453633,68.87215689051224
sensor_9,1609869453633,37.0709376949997
sensor_3,1609869456634,64.00327467607543
sensor_10,1609869456634,57.10801874936874
sensor_4,1609869456634,76.3463677671789
sensor_2,1609869456634,51.20276716874989
sensor_7,1609869456634,46.290024879128424
sensor_8,1609869456634,91.72420530128849
sensor_5,1609869456634,36.47385243438139
sensor_6,1609869456634,71.52860559084081
sensor_9,1609869456634,39.299667521632195
sensor_3,1609869459634,60.79397218607723
sensor_10,1609869459634,60.53897914392302
sensor_4,1609869459634,76.68054819511165
sensor_2,1609869459634,48.42403544454894
sensor_7,1609869459634,45.88251736630048
sensor_8,1609869459634,93.49659935085045
sensor_5,1609869459634,36.28891537250981
sensor_6,1609869459634,69.621641289335
sensor_9,1609869459634,37.550585371402725
